event_id,robot_id,mission_id,severity,code,kind,observed_at,received_at,provenance,zone,status,health_state,action,speed_ratio,reason
5580428658bf47f0869551e57b21ae04,robot-charlie,run-1785069964682-324092b9-m1-robot-charlie,critical,,safety_decision,2026-07-26T12:46:12.769Z,2026-07-26T12:46:12.770Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
e46018e4487e4989be31739882028023,robot-bravo,run-1785069964682-324092b9-m1-robot-bravo,critical,,safety_decision,2026-07-26T12:46:12.706Z,2026-07-26T12:46:12.708Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
d6a320be33fc43f783697d4942b245c4,robot-bravo,run-1785069964682-324092b9-m1-robot-bravo,critical,,safety_decision,2026-07-26T12:46:12.644Z,2026-07-26T12:46:12.651Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
920042b06e864a9fbe7f0cb28040799c,robot-charlie,run-1785069964682-324092b9-m1-robot-charlie,critical,,safety_decision,2026-07-26T12:46:12.644Z,2026-07-26T12:46:12.645Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
fbe92cd296b64a36ad06a1a68ea14821,robot-bravo,run-1785069964682-324092b9-m1-robot-bravo,critical,,safety_decision,2026-07-26T12:46:12.583Z,2026-07-26T12:46:12.584Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
bce4ef9f073f48b293ae028a654af428,robot-charlie,run-1785069964682-324092b9-m1-robot-charlie,critical,,safety_decision,2026-07-26T12:46:12.583Z,2026-07-26T12:46:12.585Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
0694c0f4ee1540c7a4c0e94a0b47bc99,robot-bravo,run-1785069964682-324092b9-m1-robot-bravo,critical,,safety_decision,2026-07-26T12:46:12.521Z,2026-07-26T12:46:12.523Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
cfc2ff542cdb47a5979a339042c9dfcd,robot-charlie,run-1785069964682-324092b9-m1-robot-charlie,critical,,safety_decision,2026-07-26T12:46:12.520Z,2026-07-26T12:46:12.524Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
e9a61ffc92dc40bcad8acdd79f533156,robot-bravo,run-1785069964682-324092b9-m1-robot-bravo,critical,,safety_decision,2026-07-26T12:46:12.458Z,2026-07-26T12:46:12.460Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
4ea2831225a24d17bfe2f257f0eebcca,robot-charlie,run-1785069964682-324092b9-m1-robot-charlie,critical,,safety_decision,2026-07-26T12:46:12.397Z,2026-07-26T12:46:12.398Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
43b02d4c39de4b75bac7e96cc5d2d7d4,robot-bravo,run-1785069964682-324092b9-m1-robot-bravo,critical,,safety_decision,2026-07-26T12:46:12.396Z,2026-07-26T12:46:12.397Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
f8c19cb37734471da3db2a13cfd82745,robot-bravo,run-1785069964682-324092b9-m1-robot-bravo,critical,,safety_decision,2026-07-26T12:46:12.335Z,2026-07-26T12:46:12.338Z,SIMULATED,B2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
0797f04e0bd0483a960bd854161bdfbc,robot-charlie,run-1785069964682-324092b9-m1-robot-charlie,critical,,safety_decision,2026-07-26T12:46:11.651Z,2026-07-26T12:46:11.655Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
6841be14dfe649da9bfd6b096cc117cf,robot-charlie,run-1785069964682-324092b9-m1-robot-charlie,critical,,safety_decision,2026-07-26T12:46:11.525Z,2026-07-26T12:46:11.526Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
8899ca4fa70f4f5d901ca341c72c7c3a,robot-charlie,run-1785069964682-324092b9-m1-robot-charlie,critical,,safety_decision,2026-07-26T12:46:11.463Z,2026-07-26T12:46:11.463Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
944cdd424fdd48ab9cdeb2288596d198,robot-charlie,run-1785069964682-324092b9-m1-robot-charlie,critical,,safety_decision,2026-07-26T12:46:11.401Z,2026-07-26T12:46:11.402Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,sensor health is UNSAFE: bmi270.accelY is not finite: nan
def464848f0742c7bd0af4825d93a20a,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:56.967Z,2026-07-26T10:48:56.969Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
8a98d37880644661bd47a9003e25e521,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:56.907Z,2026-07-26T10:48:56.908Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
0b1906c42e6b475f93d1c63e4d06e15f,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:56.845Z,2026-07-26T10:48:56.845Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
bebb031e73e9498595abcbce862645c5,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:56.720Z,2026-07-26T10:48:56.720Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
b5ccee0811984e4ea2203d1928f16e36,robot-bravo,run-1785062931091-91d1c8f4-m1-robot-bravo,critical,,safety_decision,2026-07-26T10:48:56.657Z,2026-07-26T10:48:56.658Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
d2237d8f6f324125a1b3c468d5b33f85,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:56.597Z,2026-07-26T10:48:56.598Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
84117b51a603492487be9f7b1f00873b,robot-bravo,run-1785062931091-91d1c8f4-m1-robot-bravo,critical,,safety_decision,2026-07-26T10:48:56.596Z,2026-07-26T10:48:56.599Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
e346c852fbb14c0c8b7123e0035023a1,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:56.535Z,2026-07-26T10:48:56.537Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
57d9497d8a3a44e2be6a30f53fced65f,robot-bravo,run-1785062931091-91d1c8f4-m1-robot-bravo,critical,,safety_decision,2026-07-26T10:48:56.535Z,2026-07-26T10:48:56.536Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
2decb8d457464aa8abf934f949e4dd1b,robot-bravo,run-1785062931091-91d1c8f4-m1-robot-bravo,critical,,safety_decision,2026-07-26T10:48:56.474Z,2026-07-26T10:48:56.475Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
905f31ce63ad422e8132a9f00e81c7e2,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:56.473Z,2026-07-26T10:48:56.475Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
7127033a46574c35a81e7d2614d7f6bf,robot-bravo,run-1785062931091-91d1c8f4-m1-robot-bravo,critical,,safety_decision,2026-07-26T10:48:56.413Z,2026-07-26T10:48:56.414Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
c44bb16a8a6447eea4fa082eaedfa307,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:56.352Z,2026-07-26T10:48:56.353Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
50e3eb24159441b0bf2b9a9ed8756ebe,robot-bravo,run-1785062931091-91d1c8f4-m1-robot-bravo,critical,,safety_decision,2026-07-26T10:48:56.352Z,2026-07-26T10:48:56.353Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
94cede1f466b4fe1a630e2f83f3a63d7,robot-bravo,run-1785062931091-91d1c8f4-m1-robot-bravo,critical,,safety_decision,2026-07-26T10:48:56.292Z,2026-07-26T10:48:56.293Z,SIMULATED,B2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
e94e2d382cfd410e8a00de8567cdabfb,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:55.600Z,2026-07-26T10:48:55.602Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
94e91e71a86447f888ce5f0e15c6e3d1,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:55.475Z,2026-07-26T10:48:55.477Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
ddcf4714b597468483a66eb1e517b0af,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:55.414Z,2026-07-26T10:48:55.416Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
cd9b1633eed941908d98ded2671119a2,robot-charlie,run-1785062931091-91d1c8f4-m1-robot-charlie,critical,,safety_decision,2026-07-26T10:48:55.353Z,2026-07-26T10:48:55.355Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,sensor health is UNSAFE: bmi270.accelY is not finite: nan
73db816d6b9849cea61339b054e07ea4,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:45.105Z,2026-07-26T08:42:45.106Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
763b5747d1ee4479bb8b3eead723df48,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:45.043Z,2026-07-26T08:42:45.043Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
2a886f170f4f4575afc5c73cd7e0eb73,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:44.979Z,2026-07-26T08:42:44.980Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
ee814464d5fe47fa84904c153d6c989b,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:44.853Z,2026-07-26T08:42:44.854Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
fa6738f40b46406b98385a953e51906b,robot-bravo,run-1785055359100-fbd90feb-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:42:44.791Z,2026-07-26T08:42:44.792Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
bc0a0d84edf04c18a2b6e13f0e589310,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:44.727Z,2026-07-26T08:42:44.728Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
8fab84bc6b6443bfa9d4738c189e2f55,robot-bravo,run-1785055359100-fbd90feb-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:42:44.727Z,2026-07-26T08:42:44.728Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
a30c251e0aab4697be862b38def850ab,robot-bravo,run-1785055359100-fbd90feb-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:42:44.666Z,2026-07-26T08:42:44.667Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
8402301403074606b5f4e7a18b85d5f1,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:44.666Z,2026-07-26T08:42:44.667Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
d64ab0e3707d4d7bb8f6e1202a0de27a,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:44.604Z,2026-07-26T08:42:44.605Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
d03fb384c13f43a18cd3f5ec54b14ec5,robot-bravo,run-1785055359100-fbd90feb-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:42:44.604Z,2026-07-26T08:42:44.605Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
e81629a9343748ab9e1717a845b1079b,robot-bravo,run-1785055359100-fbd90feb-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:42:44.542Z,2026-07-26T08:42:44.543Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
bd547509b5024384abb30093dcdf455d,robot-bravo,run-1785055359100-fbd90feb-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:42:44.480Z,2026-07-26T08:42:44.481Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
78a0bd0ce58f4238b327e388111712e3,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:44.480Z,2026-07-26T08:42:44.481Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
7d325ea1e9de48eab954951c9252048d,robot-bravo,run-1785055359100-fbd90feb-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:42:44.418Z,2026-07-26T08:42:44.419Z,SIMULATED,B2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
9e41813f179d4e33a654fb18a652ad6c,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:43.732Z,2026-07-26T08:42:43.733Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
aca93cc7c8b04e4087c5d23e489bb9f2,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:43.608Z,2026-07-26T08:42:43.609Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
c2f41969262e454f8647772e7a455480,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:43.546Z,2026-07-26T08:42:43.548Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
8f1bc452e8ef4d17b6d5fe7ecb495448,robot-charlie,run-1785055359100-fbd90feb-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:42:43.483Z,2026-07-26T08:42:43.483Z,SIMULATED,A1,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,sensor health is UNSAFE: bmi270.accelY is not finite: nan
1cb23cc056274f5b93134c998924db5c,robot-charlie,run-1785053201446-e6a66128-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:06:47.720Z,2026-07-26T08:06:47.722Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
3958b25a555b4d1c93924ee06df10c84,robot-charlie,run-1785053201446-e6a66128-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:06:47.654Z,2026-07-26T08:06:47.658Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
8f7f024e487b42f9be4321a2ff458f01,robot-charlie,run-1785053201446-e6a66128-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:06:47.593Z,2026-07-26T08:06:47.593Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
19899b14c99145e2b0f57fc2d6e4b552,robot-charlie,run-1785053201446-e6a66128-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:06:47.469Z,2026-07-26T08:06:47.470Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
4941221afc8c4e77b6f07cc4ead686c3,robot-bravo,run-1785053201446-e6a66128-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:06:47.409Z,2026-07-26T08:06:47.409Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
aa1989529cdd482cbe15e2c146051f6b,robot-charlie,run-1785053201446-e6a66128-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:06:47.345Z,2026-07-26T08:06:47.346Z,SIMULATED,C2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
377df22937764ede98036d385d47bdd0,robot-bravo,run-1785053201446-e6a66128-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:06:47.345Z,2026-07-26T08:06:47.345Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
df329b673da9463db8964d30863ba060,robot-charlie,run-1785053201446-e6a66128-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:06:47.282Z,2026-07-26T08:06:47.283Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
29476b0671fe45669741a9f4357986f0,robot-bravo,run-1785053201446-e6a66128-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:06:47.282Z,2026-07-26T08:06:47.283Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
5be719d4fe6d4c60b32530a86653b396,robot-charlie,run-1785053201446-e6a66128-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:06:47.218Z,2026-07-26T08:06:47.221Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
41cb63acaabd4053acbe85e6a2cbf7dc,robot-bravo,run-1785053201446-e6a66128-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:06:47.218Z,2026-07-26T08:06:47.219Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
ccc6978f3b3244379a3984de1a6335ec,robot-bravo,run-1785053201446-e6a66128-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:06:47.156Z,2026-07-26T08:06:47.157Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
1a14a8b515154177a8728510536c946c,robot-bravo,run-1785053201446-e6a66128-m1-robot-bravo,critical,,safety_decision,2026-07-26T08:06:47.096Z,2026-07-26T08:06:47.102Z,SIMULATED,C2,SAFE_STOPPED,HEALTHY,SAFE_STOP,0.0,manual resume required after a safe stop
90b33a47b48848fc8c98ca4b2f6b1b54,robot-charlie,run-1785053201446-e6a66128-m1-robot-charlie,critical,,safety_decision,2026-07-26T08:06:47.093Z,2026-07-26T08:06:47.098Z,SIMULATED,B2,SAFE_STOPPED,UNSAFE,SAFE_STOP,0.0,manual resume required after a safe stop
